id,comment,label
5843,Can you try a darker theme? now,Question/Suggestion
5844,I felt nostalgic watching this.,Emotional
5845,This made me emotional. haha,Emotional
5846,Beautiful execution! 😭,Praise
5847,Amazing work! lol,Praise
5848,This touched my heart. now,Emotional
5849,DM for promotions. haha,Spam
5850,I will report this.,Threat
5851,This is terrible. ❤️,Hate
5852,Follow me for followers! 😂,Spam
5853,What tool did you use? asap,Question/Suggestion
5854,I can relate to this. friend,Emotional
5855,Join my group now! bro,Spam
5856,This gave me chills.!!,Emotional
5857,This looks stunning! thanks,Praise
5858,Check my page for giveaways! 😭,Spam
5859,Awful content. omg,Hate
5860,Great attempt but lacks clarity. tbh,Constructive Criticism
5861,Follow me for followers!!!,Spam
5862,This is terrible.,Hate
5863,The audio could be better. bro,Constructive Criticism
5864,Stop or face consequences.!!,Threat
5865,This made me emotional. bro,Emotional
5866,Awful content. 😂,Hate
5867,Worst thing ever. 😭,Hate
5868,I’ll get your page banned. lol,Threat
5869,This sucks. haha,Hate
5870,Great animation! tbh,Praise
5871,Stay strong! thanks,Support
5872,Click here for prizes! please,Spam
5873,This gave me chills.!!,Emotional
5874,You’ve got this!,Support
5875,This made me emotional. now,Emotional
5876,Click here for prizes! 😂,Spam
5877,I can relate to this. thanks,Emotional
5878,This gave me chills. ❤️,Emotional
5879,What tool did you use? omg,Question/Suggestion
5880,DM for promotions. ❤️,Spam
5881,You have no talent. thanks,Hate
5882,The audio could be better. omg,Constructive Criticism
5883,You have no talent. bro,Hate
5884,DM for promotions. ❤️,Spam
5885,Join my group now! tbh,Spam
5886,I can relate to this.!!,Emotional
5887,Amazing work! asap,Praise
5888,This looks stunning! now,Praise
5889,Worst thing ever. haha,Hate
5890,Proud of your progress! omg,Support
5891,This touched my heart..,Emotional
5892,Great attempt but lacks clarity. 😂,Constructive Criticism
5893,You have no talent. friend,Hate
5894,Follow me for followers!!!,Spam
5895,Join my group now! lol,Spam
5896,I will report this. thanks,Threat
5897,This touched my heart. 😂,Emotional
5898,This is terrible..,Hate
5899,Amazing work! lol,Praise
5900,Great attempt but lacks clarity. 😭,Constructive Criticism
5901,Good effort but needs improvement. tbh,Constructive Criticism
5902,Follow me for followers! please,Spam
5903,Worst thing ever. lol,Hate
5904,I will report this. lol,Threat
5905,Keep going!!!,Support
5906,Fantastic quality! thanks,Praise
5907,DM for promotions. 😭,Spam
5908,Stop or face consequences.!!,Threat
5909,This made me emotional. dude,Emotional
5910,The audio could be better. bro,Constructive Criticism
5911,Nice idea but pacing feels slow. asap,Constructive Criticism
5912,Great attempt but lacks clarity. 😂,Constructive Criticism
5913,This gave me chills. omg,Emotional
5914,This looks stunning! dude,Praise
5915,DM for promotions. thanks,Spam
5916,Amazing work!!!,Praise
5917,Stay strong!,Support
5918,I will report this.,Threat
5919,Awful content. bro,Hate
5920,Worst thing ever..,Hate
5921,Can you upload a tutorial? tbh,Question/Suggestion
5922,Will there be a part 2? thanks,Question/Suggestion
5923,Stop or face consequences. 😭,Threat
5924,The audio could be better. now,Constructive Criticism
5925,Beautiful execution! omg,Praise
5926,This sucks. ❤️,Hate
5927,This is terrible. thanks,Hate
5928,Join my group now!.,Spam
5929,Stop or face consequences. 😂,Threat
5930,The audio could be better. haha,Constructive Criticism
5931,Great animation! lol,Praise
5932,DM for promotions. friend,Spam
5933,I will report this. lol,Threat
5934,I’ll take action. please,Threat
5935,This gave me chills. friend,Emotional
5936,You can do it!.,Support
5937,I felt nostalgic watching this. thanks,Emotional
5938,Check my page for giveaways! dude,Spam
5939,I can relate to this. ❤️,Emotional
5940,Good effort but needs improvement. asap,Constructive Criticism
5941,I’ll get your page banned. bro,Threat
5942,Fantastic quality! friend,Praise
5943,This is a warning. asap,Threat
5944,Worst thing ever.!!,Hate
5945,Awful content. omg,Hate
5946,Stop or face consequences. tbh,Threat
5947,Visuals are nice but transitions feel off.!!,Constructive Criticism
5948,You have no talent. bro,Hate
5949,This gave me chills. tbh,Emotional
5950,Good effort but needs improvement. friend,Constructive Criticism
5951,Stay strong! friend,Support
5952,Click here for prizes! 😂,Spam
5953,Amazing work! thanks,Praise
5954,This touched my heart. 😂,Emotional
5955,Check my page for giveaways! haha,Spam
5956,Beautiful execution! friend,Praise
5957,I can relate to this. haha,Emotional
5958,Great animation!.,Praise
5959,Follow me for followers! asap,Spam
5960,Good effort but needs improvement. please,Constructive Criticism
5961,This is terrible. asap,Hate
5962,We believe in you!.,Support
5963,Keep going! asap,Support
5964,DM for promotions. omg,Spam
5965,Can you upload a tutorial? lol,Question/Suggestion
5966,This is terrible. thanks,Hate
5967,Visuals are nice but transitions feel off.!!,Constructive Criticism
5968,This made me emotional.,Emotional
5969,Amazing work! bro,Praise
5970,Stop or face consequences. bro,Threat
5971,I can relate to this. omg,Emotional
5972,Keep going! dude,Support
5973,I’ll get your page banned. omg,Threat
5974,Good effort but needs improvement. omg,Constructive Criticism
5975,I’ll take action. 😂,Threat
5976,This looks stunning! omg,Praise
5977,Fantastic quality! 😭,Praise
5978,You can do it! lol,Support
5979,This gave me chills. haha,Emotional
5980,This is a warning. thanks,Threat
5981,Amazing work! ❤️,Praise
5982,Nice idea but pacing feels slow. 😭,Constructive Criticism
5983,Amazing work! bro,Praise
5984,This is terrible..,Hate
5985,Click here for prizes! lol,Spam
5986,Amazing work! 😭,Praise
5987,This looks stunning! now,Praise
5988,Great animation! now,Praise
5989,Good effort but needs improvement. tbh,Constructive Criticism
5990,Awful content. lol,Hate
5991,I will report this.,Threat
5992,This is terrible.!!,Hate
5993,Keep going! friend,Support
5994,We believe in you! 😂,Support
5995,Can you upload a tutorial? bro,Question/Suggestion
5996,Check my page for giveaways! now,Spam
5997,I felt nostalgic watching this. bro,Emotional
5998,Join my group now! bro,Spam
5999,Follow me for followers! please,Spam
6000,I can relate to this. ❤️,Emotional
6001,Stop or face consequences. asap,Threat
6002,This looks stunning! 😂,Praise
6003,I felt nostalgic watching this. bro,Emotional
6004,Join my group now! dude,Spam
6005,You’ve got this! asap,Support
6006,Good effort but needs improvement. thanks,Constructive Criticism
6007,I felt nostalgic watching this. 😭,Emotional
6008,Awful content. please,Hate
6009,This looks stunning! please,Praise
6010,Can you make more like this?.,Question/Suggestion
6011,This is a warning. now,Threat
6012,Follow me for followers! bro,Spam
6013,Fantastic quality! now,Praise
6014,You can do it!!!,Support
6015,This looks stunning! 😂,Praise
6016,Check my page for giveaways! please,Spam
6017,This is a warning. 😭,Threat
6018,DM for promotions. ❤️,Spam
6019,We believe in you! tbh,Support
6020,Will there be a part 2? tbh,Question/Suggestion
6021,This looks stunning!.,Praise
6022,The audio could be better. now,Constructive Criticism
6023,This is a warning. lol,Threat
6024,Stop or face consequences. 😂,Threat
6025,Can you try a darker theme? 😭,Question/Suggestion
6026,You’ve got this! omg,Support
6027,Amazing work! ❤️,Praise
6028,What tool did you use?!!,Question/Suggestion
6029,Loved this! asap,Praise
6030,Amazing work! lol,Praise
6031,What tool did you use? now,Question/Suggestion
6032,This looks stunning!,Praise
6033,Join my group now! now,Spam
6034,Join my group now! tbh,Spam
6035,Proud of your progress! please,Support
6036,Stay strong! haha,Support
6037,This is terrible. now,Hate
6038,Proud of your progress! tbh,Support
6039,Click here for prizes!,Spam
6040,Keep going!,Support
6041,Great animation! dude,Praise
6042,Stay strong! 😭,Support
6043,What tool did you use?.,Question/Suggestion
6044,This made me emotional. haha,Emotional
6045,I can relate to this. thanks,Emotional
6046,This gave me chills. lol,Emotional
6047,I felt nostalgic watching this.!!,Emotional
6048,Worst thing ever. please,Hate
6049,Can you try a darker theme? friend,Question/Suggestion
6050,Join my group now! now,Spam
6051,This is terrible. lol,Hate
6052,Stop or face consequences. 😂,Threat
6053,Good effort but needs improvement. bro,Constructive Criticism
6054,Can you try a darker theme? omg,Question/Suggestion
6055,Great attempt but lacks clarity..,Constructive Criticism
6056,Click here for prizes!,Spam
6057,Loved this! friend,Praise
6058,Proud of your progress! bro,Support
6059,This gave me chills. lol,Emotional
6060,Loved this! ❤️,Praise
6061,Good effort but needs improvement. bro,Constructive Criticism
6062,Great attempt but lacks clarity. tbh,Constructive Criticism
6063,I can relate to this. thanks,Emotional
6064,The audio could be better. tbh,Constructive Criticism
6065,Check my page for giveaways! dude,Spam
6066,I’ll get your page banned. lol,Threat
6067,This is terrible. please,Hate
6068,I will report this. dude,Threat
6069,Join my group now! please,Spam
6070,You can do it!,Support
6071,Worst thing ever. 😂,Hate
6072,Beautiful execution! tbh,Praise
6073,I’ll get your page banned. thanks,Threat
6074,Beautiful execution! bro,Praise
6075,Can you make more like this? dude,Question/Suggestion
6076,Amazing work!,Praise
6077,Can you upload a tutorial? bro,Question/Suggestion
6078,Great animation! friend,Praise
6079,This is a warning..,Threat
6080,What tool did you use?.,Question/Suggestion
6081,Can you make more like this? dude,Question/Suggestion
6082,Can you upload a tutorial? bro,Question/Suggestion
6083,Can you upload a tutorial? ❤️,Question/Suggestion
6084,DM for promotions. omg,Spam
6085,Keep going! please,Support
6086,I’ll get your page banned. dude,Threat
6087,What tool did you use?.,Question/Suggestion
6088,Stay strong! dude,Support
6089,I can relate to this. bro,Emotional
6090,Loved this!.,Praise
6091,Can you upload a tutorial? 😂,Question/Suggestion
6092,What tool did you use? please,Question/Suggestion
6093,DM for promotions. 😂,Spam
6094,Can you upload a tutorial? bro,Question/Suggestion
6095,This sucks. thanks,Hate
6096,Nice idea but pacing feels slow. lol,Constructive Criticism
6097,Amazing work! now,Praise
6098,DM for promotions. thanks,Spam
6099,DM for promotions..,Spam
6100,I will report this. please,Threat
6101,This is terrible.!!,Hate
6102,This made me emotional.!!,Emotional
6103,This made me emotional. ❤️,Emotional
6104,Can you make more like this? please,Question/Suggestion
6105,I will report this. please,Threat
6106,Can you try a darker theme?,Question/Suggestion
6107,This is terrible. dude,Hate
6108,I’ll get your page banned. please,Threat
6109,Awful content..,Hate
6110,Good effort but needs improvement. friend,Constructive Criticism
6111,Great animation! bro,Praise
6112,Click here for prizes!.,Spam
6113,I felt nostalgic watching this. tbh,Emotional
6114,DM for promotions.,Spam
6115,Can you try a darker theme? now,Question/Suggestion
6116,Nice idea but pacing feels slow. bro,Constructive Criticism
6117,Nice idea but pacing feels slow. now,Constructive Criticism
6118,Amazing work!,Praise
6119,You can do it! please,Support
6120,You’ve got this! omg,Support
6121,Keep going! lol,Support
6122,Can you make more like this? please,Question/Suggestion
6123,Will there be a part 2? thanks,Question/Suggestion
6124,Stop or face consequences. thanks,Threat
6125,Beautiful execution!!!,Praise
6126,This is a warning. haha,Threat
6127,Amazing work!!!,Praise
6128,I will report this. dude,Threat
6129,What tool did you use? lol,Question/Suggestion
6130,Visuals are nice but transitions feel off. dude,Constructive Criticism
6131,Can you make more like this? tbh,Question/Suggestion
6132,Keep going!.,Support
6133,Can you try a darker theme? thanks,Question/Suggestion
6134,I can relate to this. 😭,Emotional
6135,Fantastic quality! bro,Praise
6136,What tool did you use?,Question/Suggestion
6137,This gave me chills. tbh,Emotional
6138,You have no talent. tbh,Hate
6139,Fantastic quality! lol,Praise
6140,I will report this.,Threat
6141,Click here for prizes! ❤️,Spam
6142,This gave me chills. thanks,Emotional
6143,This gave me chills. please,Emotional
6144,Can you try a darker theme? friend,Question/Suggestion
6145,Fantastic quality! dude,Praise
6146,Great attempt but lacks clarity. tbh,Constructive Criticism
6147,I felt nostalgic watching this. tbh,Emotional
6148,I felt nostalgic watching this. 😂,Emotional
6149,Join my group now! omg,Spam
6150,I will report this. asap,Threat
6151,Loved this! lol,Praise
6152,Can you make more like this? haha,Question/Suggestion
6153,Follow me for followers!,Spam
6154,Awful content..,Hate
6155,This is terrible. asap,Hate
6156,You’ve got this! asap,Support
6157,Can you try a darker theme? tbh,Question/Suggestion
6158,The audio could be better. now,Constructive Criticism
6159,What tool did you use? 😂,Question/Suggestion
6160,Visuals are nice but transitions feel off. tbh,Constructive Criticism
6161,Stay strong! friend,Support
6162,This touched my heart.,Emotional
6163,DM for promotions. friend,Spam
6164,Will there be a part 2? dude,Question/Suggestion
6165,Join my group now!,Spam
6166,Stay strong! haha,Support
6167,Can you upload a tutorial? omg,Question/Suggestion
6168,Nice idea but pacing feels slow. asap,Constructive Criticism
6169,This looks stunning! 😭,Praise
6170,Can you try a darker theme?.,Question/Suggestion
6171,I felt nostalgic watching this. bro,Emotional
6172,Amazing work! asap,Praise
6173,This made me emotional. lol,Emotional
6174,Can you make more like this? 😂,Question/Suggestion
6175,Worst thing ever. 😭,Hate
6176,Will there be a part 2? friend,Question/Suggestion
6177,Stop or face consequences. tbh,Threat
6178,Worst thing ever. friend,Hate
6179,Stay strong! haha,Support
6180,I felt nostalgic watching this. asap,Emotional
6181,You’ve got this! asap,Support
6182,Can you try a darker theme?!!,Question/Suggestion
6183,This touched my heart. 😂,Emotional
6184,I can relate to this. tbh,Emotional
6185,Join my group now! ❤️,Spam
6186,Worst thing ever. thanks,Hate
6187,Can you make more like this? dude,Question/Suggestion
6188,Awful content. ❤️,Hate
6189,You’ve got this! please,Support
6190,This gave me chills. tbh,Emotional
6191,This looks stunning! omg,Praise
6192,Good effort but needs improvement. friend,Constructive Criticism
6193,Fantastic quality! thanks,Praise
6194,Loved this! 😭,Praise
6195,Nice idea but pacing feels slow. 😂,Constructive Criticism
6196,I can relate to this. 😂,Emotional
6197,You’ve got this! haha,Support
6198,Great attempt but lacks clarity. 😂,Constructive Criticism
6199,Can you upload a tutorial?!!,Question/Suggestion
6200,Will there be a part 2? dude,Question/Suggestion
6201,Check my page for giveaways! 😂,Spam
6202,Good effort but needs improvement. haha,Constructive Criticism
6203,You have no talent. tbh,Hate
6204,Join my group now! 😂,Spam
6205,What tool did you use? omg,Question/Suggestion
6206,Awful content.,Hate
6207,Fantastic quality! haha,Praise
6208,Join my group now! thanks,Spam
6209,Can you upload a tutorial? ❤️,Question/Suggestion
6210,I’ll get your page banned..,Threat
6211,We believe in you!!!,Support
6212,Great attempt but lacks clarity..,Constructive Criticism
6213,Can you make more like this? now,Question/Suggestion
6214,Stay strong! 😭,Support
6215,You have no talent. tbh,Hate
6216,I’ll get your page banned. bro,Threat
6217,What tool did you use? bro,Question/Suggestion
6218,Amazing work! haha,Praise
6219,Keep going! lol,Support
6220,This sucks.,Hate
6221,This is terrible. 😭,Hate
6222,I can relate to this. omg,Emotional
6223,Keep going!.,Support
6224,I will report this. ❤️,Threat
6225,I will report this.,Threat
6226,I’ll get your page banned. asap,Threat
6227,Can you try a darker theme?,Question/Suggestion
6228,Follow me for followers! bro,Spam
6229,This gave me chills.,Emotional
6230,Stay strong! dude,Support
6231,Stay strong! 😂,Support
6232,Awful content. ❤️,Hate
6233,Visuals are nice but transitions feel off. now,Constructive Criticism
6234,I felt nostalgic watching this. dude,Emotional
6235,Will there be a part 2? bro,Question/Suggestion
6236,This made me emotional. friend,Emotional
6237,This is a warning. ❤️,Threat
6238,Check my page for giveaways!.,Spam
6239,Click here for prizes! omg,Spam
6240,Great attempt but lacks clarity. asap,Constructive Criticism
6241,Good effort but needs improvement. dude,Constructive Criticism
6242,Good effort but needs improvement. tbh,Constructive Criticism
6243,Great attempt but lacks clarity. bro,Constructive Criticism
6244,DM for promotions. please,Spam
6245,Good effort but needs improvement..,Constructive Criticism
6246,Awful content. 😂,Hate
6247,Loved this! 😂,Praise
6248,Click here for prizes! ❤️,Spam
6249,I can relate to this..,Emotional
6250,I’ll get your page banned. tbh,Threat
6251,This is terrible. omg,Hate
6252,Keep going! omg,Support
6253,This looks stunning! dude,Praise
6254,What tool did you use? omg,Question/Suggestion
6255,This looks stunning! ❤️,Praise
6256,Beautiful execution! haha,Praise
6257,We believe in you! ❤️,Support
6258,Beautiful execution! omg,Praise
6259,Follow me for followers! thanks,Spam
6260,Click here for prizes! ❤️,Spam
6261,Great attempt but lacks clarity. omg,Constructive Criticism
6262,Stay strong! bro,Support
6263,Can you make more like this? haha,Question/Suggestion
6264,Amazing work! now,Praise
6265,The audio could be better. friend,Constructive Criticism
6266,Join my group now! friend,Spam
6267,You have no talent..,Hate
6268,Amazing work! 😭,Praise
6269,This is terrible. 😂,Hate
6270,You’ve got this!.,Support
6271,Good effort but needs improvement. please,Constructive Criticism
6272,Stop or face consequences.!!,Threat
6273,Can you try a darker theme? omg,Question/Suggestion
6274,This is terrible. dude,Hate
6275,DM for promotions. thanks,Spam
6276,You’ve got this! friend,Support
6277,Amazing work!.,Praise
6278,Stay strong!.,Support
6279,Can you make more like this? friend,Question/Suggestion
6280,Will there be a part 2? haha,Question/Suggestion
6281,Fantastic quality! haha,Praise
6282,Loved this! 😭,Praise
6283,Stay strong!,Support
6284,I will report this. asap,Threat
6285,This is a warning. now,Threat
6286,Check my page for giveaways!.,Spam
6287,I’ll take action. please,Threat
6288,I felt nostalgic watching this. 😭,Emotional
6289,Loved this! friend,Praise
6290,Follow me for followers! now,Spam
6291,Can you upload a tutorial?,Question/Suggestion
6292,I’ll get your page banned. omg,Threat
6293,Can you make more like this? omg,Question/Suggestion
6294,Awful content. dude,Hate
6295,I will report this..,Threat
6296,This looks stunning! ❤️,Praise
6297,You can do it! omg,Support
6298,Can you upload a tutorial? now,Question/Suggestion
6299,DM for promotions. 😂,Spam
6300,Can you make more like this? 😭,Question/Suggestion
6301,Join my group now! ❤️,Spam
6302,I will report this. now,Threat
6303,This sucks.,Hate
6304,You have no talent.!!,Hate
6305,This gave me chills.!!,Emotional
6306,I felt nostalgic watching this. bro,Emotional
6307,Nice idea but pacing feels slow. bro,Constructive Criticism
6308,This made me emotional. ❤️,Emotional
6309,Proud of your progress!,Support
6310,Check my page for giveaways! asap,Spam
6311,Check my page for giveaways! bro,Spam
6312,Keep going! asap,Support
6313,Proud of your progress! 😭,Support
6314,This is terrible..,Hate
6315,Proud of your progress! 😂,Support
6316,Visuals are nice but transitions feel off.,Constructive Criticism
6317,You can do it! bro,Support
6318,Can you make more like this? thanks,Question/Suggestion
6319,I’ll take action. asap,Threat
6320,Join my group now! lol,Spam
6321,This is terrible. 😭,Hate
6322,Can you make more like this?!!,Question/Suggestion
6323,You can do it! asap,Support
6324,You can do it! thanks,Support
6325,I can relate to this. asap,Emotional
6326,The audio could be better. 😭,Constructive Criticism
6327,Amazing work! tbh,Praise
6328,This gave me chills. please,Emotional
6329,Will there be a part 2? ❤️,Question/Suggestion
6330,Stop or face consequences. tbh,Threat
6331,Worst thing ever. haha,Hate
6332,Stop or face consequences. bro,Threat
6333,Click here for prizes!!!,Spam
6334,Good effort but needs improvement. please,Constructive Criticism
6335,This made me emotional. now,Emotional
6336,Great attempt but lacks clarity. please,Constructive Criticism
6337,Follow me for followers! 😭,Spam
6338,This gave me chills. 😭,Emotional
6339,This sucks. 😂,Hate
6340,Good effort but needs improvement.!!,Constructive Criticism
6341,Will there be a part 2? omg,Question/Suggestion
6342,Can you try a darker theme? 😭,Question/Suggestion
6343,Fantastic quality! tbh,Praise
6344,Nice idea but pacing feels slow. 😭,Constructive Criticism
6345,Great attempt but lacks clarity. omg,Constructive Criticism
6346,Check my page for giveaways! 😂,Spam
6347,You’ve got this! bro,Support
6348,Can you try a darker theme? omg,Question/Suggestion
6349,Great animation! tbh,Praise
6350,I’ll take action. ❤️,Threat
6351,This touched my heart. ❤️,Emotional
6352,This gave me chills..,Emotional
6353,Follow me for followers! dude,Spam
6354,Beautiful execution! ❤️,Praise
6355,Good effort but needs improvement..,Constructive Criticism
6356,I will report this. tbh,Threat
6357,This gave me chills. tbh,Emotional
6358,Visuals are nice but transitions feel off. dude,Constructive Criticism
6359,Amazing work! haha,Praise
6360,Awful content. tbh,Hate
6361,Nice idea but pacing feels slow. 😭,Constructive Criticism
6362,Keep going!.,Support
6363,Click here for prizes!,Spam
6364,I will report this. bro,Threat
6365,Stay strong! haha,Support
6366,Awful content. tbh,Hate
6367,DM for promotions. omg,Spam
6368,Stay strong! thanks,Support
6369,We believe in you!.,Support
6370,Visuals are nice but transitions feel off. 😭,Constructive Criticism
6371,Loved this! please,Praise
6372,DM for promotions. 😂,Spam
6373,I’ll take action. asap,Threat
6374,Can you try a darker theme? lol,Question/Suggestion
6375,Awful content. ❤️,Hate
6376,Worst thing ever. friend,Hate
6377,Click here for prizes! 😭,Spam
6378,Nice idea but pacing feels slow. lol,Constructive Criticism
6379,Check my page for giveaways! haha,Spam
6380,This is terrible. thanks,Hate
6381,This sucks. please,Hate
6382,Follow me for followers! please,Spam
6383,Loved this! bro,Praise
6384,Join my group now! 😭,Spam
6385,Click here for prizes! ❤️,Spam
6386,Beautiful execution! ❤️,Praise
6387,This sucks. 😭,Hate
6388,Stop or face consequences. lol,Threat
6389,Can you try a darker theme? please,Question/Suggestion
6390,This sucks. 😭,Hate
6391,This looks stunning! lol,Praise
6392,I will report this. dude,Threat
6393,Can you try a darker theme? dude,Question/Suggestion
6394,Nice idea but pacing feels slow. now,Constructive Criticism
6395,Amazing work!.,Praise
6396,I’ll get your page banned. lol,Threat
6397,I can relate to this.!!,Emotional
6398,This touched my heart. tbh,Emotional
6399,DM for promotions. lol,Spam
6400,Stop or face consequences. omg,Threat
6401,Can you upload a tutorial? bro,Question/Suggestion
6402,Click here for prizes! omg,Spam
6403,Stop or face consequences. please,Threat
6404,I will report this. ❤️,Threat
6405,Loved this! omg,Praise
6406,The audio could be better.!!,Constructive Criticism
6407,Check my page for giveaways! please,Spam
6408,Nice idea but pacing feels slow..,Constructive Criticism
6409,I’ll get your page banned. friend,Threat
6410,Beautiful execution! ❤️,Praise
6411,DM for promotions. 😂,Spam
6412,Great attempt but lacks clarity. ❤️,Constructive Criticism
6413,What tool did you use?!!,Question/Suggestion
6414,Can you make more like this? 😭,Question/Suggestion
6415,Awful content. dude,Hate
6416,I’ll take action. 😭,Threat
6417,I felt nostalgic watching this. friend,Emotional
6418,Good effort but needs improvement.!!,Constructive Criticism
6419,Loved this!!!,Praise
6420,Can you upload a tutorial? 😭,Question/Suggestion
6421,I felt nostalgic watching this. dude,Emotional
6422,DM for promotions. lol,Spam
6423,This made me emotional. haha,Emotional
6424,Check my page for giveaways! now,Spam
6425,I will report this.!!,Threat
6426,This gave me chills. dude,Emotional
6427,This is terrible. lol,Hate
6428,Keep going! 😭,Support
6429,Keep going! now,Support
6430,Proud of your progress!!!,Support
6431,Follow me for followers! tbh,Spam
6432,Stay strong! 😭,Support
6433,This made me emotional. friend,Emotional
6434,Can you make more like this? 😭,Question/Suggestion
6435,Great attempt but lacks clarity. friend,Constructive Criticism
6436,Will there be a part 2? asap,Question/Suggestion
6437,Great animation!,Praise
6438,You can do it! asap,Support
6439,I’ll get your page banned. asap,Threat
6440,DM for promotions. asap,Spam
6441,I felt nostalgic watching this. lol,Emotional
6442,This gave me chills.,Emotional
6443,I’ll get your page banned. asap,Threat
6444,Click here for prizes! 😭,Spam
6445,Click here for prizes! omg,Spam
6446,Can you upload a tutorial? lol,Question/Suggestion
6447,Follow me for followers!!!,Spam
6448,Stop or face consequences. asap,Threat
6449,I’ll get your page banned. thanks,Threat
6450,Loved this! now,Praise
6451,Click here for prizes! haha,Spam
6452,The audio could be better. friend,Constructive Criticism
6453,This made me emotional. bro,Emotional
6454,Keep going! ❤️,Support
6455,Stay strong! thanks,Support
6456,The audio could be better. dude,Constructive Criticism
6457,Click here for prizes!,Spam
6458,Nice idea but pacing feels slow. lol,Constructive Criticism
6459,I can relate to this..,Emotional
6460,Click here for prizes! ❤️,Spam
6461,This gave me chills. please,Emotional
6462,Visuals are nice but transitions feel off. 😂,Constructive Criticism
6463,Keep going! friend,Support
6464,The audio could be better. thanks,Constructive Criticism
6465,The audio could be better. dude,Constructive Criticism
6466,Keep going! 😭,Support
6467,Good effort but needs improvement. 😭,Constructive Criticism
6468,This sucks. thanks,Hate
6469,Great animation! lol,Praise
6470,Awful content. omg,Hate
6471,I’ll get your page banned. asap,Threat
6472,Nice idea but pacing feels slow. haha,Constructive Criticism
6473,Check my page for giveaways! bro,Spam
6474,I will report this. bro,Threat
6475,You can do it! ❤️,Support
6476,We believe in you! 😭,Support
6477,Stop or face consequences. omg,Threat
6478,I’ll get your page banned. thanks,Threat
6479,Awful content. tbh,Hate
6480,This made me emotional. bro,Emotional
6481,This touched my heart.!!,Emotional
6482,Proud of your progress! bro,Support
6483,I can relate to this. tbh,Emotional
6484,This sucks. 😭,Hate
6485,I can relate to this..,Emotional
6486,I’ll get your page banned. please,Threat
6487,We believe in you! ❤️,Support
6488,Nice idea but pacing feels slow..,Constructive Criticism
6489,Beautiful execution! haha,Praise
6490,You have no talent. tbh,Hate
6491,Amazing work! bro,Praise
6492,I will report this. 😂,Threat
6493,Awful content. bro,Hate
6494,Worst thing ever. lol,Hate
6495,Amazing work!,Praise
6496,I’ll get your page banned. lol,Threat
6497,This made me emotional. asap,Emotional
6498,Awful content. now,Hate
6499,Can you make more like this? 😭,Question/Suggestion
6500,This touched my heart.!!,Emotional
6501,Beautiful execution! lol,Praise
6502,Can you make more like this? bro,Question/Suggestion
6503,Beautiful execution! bro,Praise
6504,I can relate to this. bro,Emotional
6505,This sucks. now,Hate
6506,Can you try a darker theme? dude,Question/Suggestion
6507,Will there be a part 2? 😂,Question/Suggestion
6508,Join my group now! bro,Spam
6509,I’ll take action. bro,Threat
6510,I can relate to this. haha,Emotional
6511,You can do it! asap,Support
6512,Can you make more like this? now,Question/Suggestion
6513,Visuals are nice but transitions feel off. haha,Constructive Criticism
6514,This gave me chills. 😭,Emotional
6515,Great attempt but lacks clarity. dude,Constructive Criticism
6516,I will report this. 😭,Threat
6517,What tool did you use? dude,Question/Suggestion
6518,Beautiful execution! omg,Praise
6519,Great attempt but lacks clarity. asap,Constructive Criticism
6520,Check my page for giveaways! 😭,Spam
6521,I’ll take action. please,Threat
6522,Awful content. omg,Hate
6523,This sucks.,Hate
6524,Can you upload a tutorial? please,Question/Suggestion
6525,This is terrible. haha,Hate
6526,Will there be a part 2? lol,Question/Suggestion
6527,This is terrible. now,Hate
6528,You’ve got this! please,Support
6529,Can you try a darker theme?!!,Question/Suggestion
6530,This looks stunning! thanks,Praise
6531,Check my page for giveaways! tbh,Spam
6532,This touched my heart. now,Emotional
6533,Stay strong! 😭,Support
6534,Click here for prizes! haha,Spam
6535,I’ll get your page banned.,Threat
6536,This touched my heart. ❤️,Emotional
6537,Proud of your progress! ❤️,Support
6538,I will report this. haha,Threat
6539,You’ve got this! omg,Support
6540,Keep going! haha,Support
6541,This gave me chills. tbh,Emotional
6542,Click here for prizes! please,Spam
6543,This looks stunning!,Praise
6544,You’ve got this! haha,Support
6545,DM for promotions. lol,Spam
6546,This gave me chills.,Emotional
6547,This touched my heart..,Emotional
6548,Click here for prizes! 😂,Spam
6549,Good effort but needs improvement. please,Constructive Criticism
6550,This made me emotional. ❤️,Emotional
6551,Can you upload a tutorial? haha,Question/Suggestion
6552,Worst thing ever. now,Hate
6553,Worst thing ever. omg,Hate
6554,Will there be a part 2? haha,Question/Suggestion
6555,Stop or face consequences. asap,Threat
6556,The audio could be better. tbh,Constructive Criticism
6557,The audio could be better. omg,Constructive Criticism
6558,Nice idea but pacing feels slow. lol,Constructive Criticism
6559,This touched my heart.!!,Emotional
6560,The audio could be better. please,Constructive Criticism
6561,I’ll get your page banned. thanks,Threat
6562,Fantastic quality! 😭,Praise
6563,Can you make more like this? 😭,Question/Suggestion
6564,Nice idea but pacing feels slow. dude,Constructive Criticism
6565,Follow me for followers! lol,Spam
6566,Great animation!!!,Praise
6567,Can you try a darker theme?,Question/Suggestion
6568,Loved this! ❤️,Praise
6569,Will there be a part 2? now,Question/Suggestion
6570,This sucks.!!,Hate
6571,Can you try a darker theme? dude,Question/Suggestion
6572,Great animation! haha,Praise
6573,This is terrible.,Hate
6574,Proud of your progress! please,Support
6575,This sucks. haha,Hate
